Instance_Name,Raw_Text_Path,N_Jobs,N_Machines,Time_Limit_s,Seed,Winner_Key,CBC_DEF_Runtime_s,CBC_DEF_Makespan,CBC_DEF_Wall_s,SCIP_DEF_Runtime_s,SCIP_DEF_Makespan,SCIP_DEF_Wall_s,HIGHS_DEF_Runtime_s,HIGHS_DEF_Makespan,HIGHS_DEF_Wall_s,CPLEX_DEF_Runtime_s,CPLEX_DEF_Makespan,CPLEX_DEF_Wall_s,GUROBI_DEF_Runtime_s,GUROBI_DEF_Makespan,GUROBI_DEF_Wall_s,Tensor_Npy_Path,Image_Npy_Path
GEN_4x4_2,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_2.dzn,4,4,5,2,CPLEX_DEF,0.04,78.0,0.177,0.011,78.0,0.646,0.011,78.0,0.15,0.005,78.0,0.14,0.106,78.0,0.143,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_2_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_2_tensor.npy
GEN_4x4_2,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_2.dzn,4,4,5,3,CPLEX_DEF,0.038,78.0,0.165,0.01,78.0,0.665,0.012,78.0,0.149,0.005,78.0,0.137,0.108,78.0,0.141,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_2_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_2_tensor.npy
GEN_4x4_2,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_2.dzn,4,4,30,1,CPLEX_DEF,0.038,78.0,0.17,0.011,78.0,0.648,0.011,78.0,0.148,0.005,78.0,0.147,0.107,78.0,0.155,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_2_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_2_tensor.npy
GEN_4x4_2,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_2.dzn,4,4,30,2,CPLEX_DEF,0.038,78.0,0.178,0.011,78.0,0.676,0.011,78.0,0.159,0.005,78.0,0.133,0.108,78.0,0.146,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_2_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_2_tensor.npy
GEN_4x4_2,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_2.dzn,4,4,30,3,CPLEX_DEF,0.039,78.0,0.249,0.011,78.0,0.675,0.011,78.0,0.146,0.005,78.0,0.144,0.111,78.0,0.143,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_2_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_2_tensor.npy
GEN_4x4_2,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_2.dzn,4,4,60,1,CPLEX_DEF,0.042,78.0,0.195,0.009,78.0,0.74,0.015,78.0,0.168,0.005,78.0,0.142,0.107,78.0,0.143,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_2_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_2_tensor.npy
GEN_4x4_2,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_2.dzn,4,4,60,2,CPLEX_DEF,0.039,78.0,0.178,0.011,78.0,0.745,0.011,78.0,0.161,0.005,78.0,0.151,0.107,78.0,0.143,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_2_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_2_tensor.npy
GEN_4x4_2,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_2.dzn,4,4,60,3,CPLEX_DEF,0.04,78.0,0.173,0.01,78.0,0.699,0.011,78.0,0.158,0.005,78.0,0.159,0.106,78.0,0.135,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_2_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_2_tensor.npy
GEN_4x4_3,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_3.dzn,4,4,5,1,CPLEX_DEF,0.039,78.0,0.171,0.012,78.0,0.737,0.011,78.0,0.152,0.005,78.0,0.155,0.109,78.0,0.144,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_3_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_3_tensor.npy
GEN_4x4_3,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_3.dzn,4,4,5,2,CPLEX_DEF,0.04,78.0,0.172,0.011,78.0,0.754,0.011,78.0,0.153,0.005,78.0,0.172,0.11,78.0,0.135,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_3_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_3_tensor.npy
GEN_4x4_3,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_3.dzn,4,4,5,3,CPLEX_DEF,0.039,78.0,0.204,0.01,78.0,0.682,0.011,78.0,0.158,0.005,78.0,0.142,0.108,78.0,0.139,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_3_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_3_tensor.npy
GEN_4x4_3,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_3.dzn,4,4,30,1,CPLEX_DEF,0.04,78.0,0.177,0.011,78.0,0.724,0.011,78.0,0.154,0.005,78.0,0.137,0.106,78.0,0.139,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_3_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_3_tensor.npy
GEN_4x4_3,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_3.dzn,4,4,30,2,CPLEX_DEF,0.038,78.0,0.177,0.01,78.0,0.781,0.011,78.0,0.169,0.005,78.0,0.159,0.11,78.0,0.144,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_3_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_3_tensor.npy
GEN_4x4_3,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_3.dzn,4,4,30,3,CPLEX_DEF,0.041,78.0,0.187,0.011,78.0,0.64,0.011,78.0,0.146,0.006,78.0,0.157,0.108,78.0,0.163,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_3_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_3_tensor.npy
GEN_4x4_3,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_3.dzn,4,4,60,1,CPLEX_DEF,0.04,78.0,0.183,0.011,78.0,0.705,0.011,78.0,0.15,0.005,78.0,0.138,0.108,78.0,0.161,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_3_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_3_tensor.npy
GEN_4x4_3,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_3.dzn,4,4,60,2,CPLEX_DEF,0.04,78.0,0.176,0.011,78.0,0.665,0.011,78.0,0.167,0.005,78.0,0.157,0.108,78.0,0.142,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_3_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_3_tensor.npy
GEN_4x4_3,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_3.dzn,4,4,60,3,CPLEX_DEF,0.038,78.0,0.18,0.01,78.0,0.71,0.011,78.0,0.21,0.006,78.0,0.144,0.108,78.0,0.15,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_3_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_3_tensor.npy
GEN_4x4_4,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_4.dzn,4,4,5,1,CPLEX_DEF,0.04,78.0,0.176,0.01,78.0,0.698,0.011,78.0,0.155,0.006,78.0,0.148,0.107,78.0,0.137,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_4_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_4_tensor.npy
GEN_4x4_4,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_4.dzn,4,4,5,2,CPLEX_DEF,0.04,78.0,0.18,0.011,78.0,0.662,0.011,78.0,0.208,0.005,78.0,0.146,0.107,78.0,0.145,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_4_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_4_tensor.npy
GEN_4x4_4,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_4.dzn,4,4,5,3,CPLEX_DEF,0.039,78.0,0.182,0.011,78.0,0.69,0.011,78.0,0.155,0.005,78.0,0.152,0.109,78.0,0.138,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_4_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_4_tensor.npy
GEN_4x4_4,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_4.dzn,4,4,30,1,CPLEX_DEF,0.038,78.0,0.182,0.01,78.0,0.682,0.011,78.0,0.149,0.005,78.0,0.147,0.109,78.0,0.137,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_4_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_4_tensor.npy
GEN_4x4_4,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_4.dzn,4,4,30,2,CPLEX_DEF,0.041,78.0,0.172,0.01,78.0,0.648,0.011,78.0,0.145,0.005,78.0,0.145,0.108,78.0,0.145,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_4_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_4_tensor.npy
GEN_4x4_4,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_4.dzn,4,4,30,3,CPLEX_DEF,0.039,78.0,0.176,0.01,78.0,0.699,0.011,78.0,0.149,0.005,78.0,0.147,0.11,78.0,0.144,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_4_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_4_tensor.npy
GEN_4x4_4,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_4.dzn,4,4,60,1,CPLEX_DEF,0.038,78.0,0.18,0.01,78.0,0.741,0.011,78.0,0.149,0.005,78.0,0.145,0.108,78.0,0.145,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_4_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_4_tensor.npy
GEN_4x4_4,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_4.dzn,4,4,60,2,CPLEX_DEF,0.04,78.0,0.181,0.011,78.0,0.616,0.011,78.0,0.154,0.005,78.0,0.141,0.108,78.0,0.133,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_4_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_4_tensor.npy
GEN_4x4_4,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_4.dzn,4,4,60,3,CPLEX_DEF,0.038,78.0,0.174,0.01,78.0,0.637,0.011,78.0,0.149,0.006,78.0,0.148,0.107,78.0,0.139,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_4_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_4_tensor.npy
GEN_4x4_5,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_5.dzn,4,4,5,1,CPLEX_DEF,0.04,78.0,0.176,0.011,78.0,0.667,0.016,78.0,0.225,0.005,78.0,0.148,0.108,78.0,0.141,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_5_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_5_tensor.npy
GEN_4x4_5,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_5.dzn,4,4,5,2,CPLEX_DEF,0.039,78.0,0.185,0.011,78.0,0.655,0.011,78.0,0.148,0.005,78.0,0.14,0.107,78.0,0.141,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_5_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_5_tensor.npy
GEN_4x4_5,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_5.dzn,4,4,5,3,CPLEX_DEF,0.039,78.0,0.173,0.01,78.0,0.657,0.011,78.0,0.154,0.005,78.0,0.151,0.107,78.0,0.14,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_5_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_5_tensor.npy
GEN_4x4_5,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_5.dzn,4,4,30,1,CPLEX_DEF,0.04,78.0,0.183,0.01,78.0,0.747,0.011,78.0,0.142,0.006,78.0,0.153,0.108,78.0,0.149,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_5_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_5_tensor.npy
GEN_4x4_5,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_5.dzn,4,4,30,2,CPLEX_DEF,0.04,78.0,0.185,0.01,78.0,0.634,0.011,78.0,0.155,0.005,78.0,0.149,0.111,78.0,0.166,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_5_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_5_tensor.npy
GEN_4x4_5,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_5.dzn,4,4,30,3,CPLEX_DEF,0.039,78.0,0.168,0.011,78.0,0.68,0.011,78.0,0.155,0.006,78.0,0.149,0.111,78.0,0.145,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_5_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_5_tensor.npy
GEN_4x4_5,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_5.dzn,4,4,60,1,CPLEX_DEF,0.041,78.0,0.189,0.011,78.0,0.706,0.011,78.0,0.162,0.005,78.0,0.149,0.109,78.0,0.146,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_5_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_5_tensor.npy
GEN_4x4_5,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_5.dzn,4,4,60,2,CPLEX_DEF,0.044,78.0,0.238,0.009,78.0,0.684,0.011,78.0,0.157,0.005,78.0,0.148,0.108,78.0,0.143,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_5_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_5_tensor.npy
GEN_4x4_5,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/GEN_4x4_5.dzn,4,4,60,3,CPLEX_DEF,0.039,78.0,0.185,0.01,78.0,0.701,0.011,78.0,0.153,0.005,78.0,0.146,0.107,78.0,0.145,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_5_tensor.npy,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_tensors/images/GEN_4x4_5_tensor.npy
