Instance_Id,Instance_Name,Raw_Text_Path,Time_Limit_s,Winner_Key,clasp1_Runtime_s,clasp2_Runtime_s,cryptominisat2011_Runtime_s,eagleup_Runtime_s,ebglucose_Runtime_s,ebminisat_Runtime_s,glucose2_Runtime_s,glueminisat_Runtime_s,gnoveltyp2_Runtime_s,lingeling_Runtime_s,lrglshr_Runtime_s,marchrw_Runtime_s,minisatpsm_Runtime_s,mphaseSAT_Runtime_s,mphaseSAT64_Runtime_s,mphaseSATm_Runtime_s,mxc09_Runtime_s,picosat_Runtime_s,precosat_Runtime_s,qutersat_Runtime_s,rcl_Runtime_s,restartsat_Runtime_s,sapperlot_Runtime_s,satime11_Runtime_s,sattime_Runtime_s,sattimep_Runtime_s,sol_Runtime_s,sparrow_Runtime_s,spear-hw_Runtime_s,spear-sw_Runtime_s,tnm_Runtime_s,clasp1_Status,clasp2_Status,cryptominisat2011_Status,eagleup_Status,ebglucose_Status,ebminisat_Status,glucose2_Status,glueminisat_Status,gnoveltyp2_Status,lingeling_Status,lrglshr_Status,marchrw_Status,minisatpsm_Status,mphaseSAT_Status,mphaseSAT64_Status,mphaseSATm_Status,mxc09_Status,picosat_Status,precosat_Status,qutersat_Status,rcl_Status,restartsat_Status,sapperlot_Status,satime11_Status,sattime_Status,sattimep_Status,sol_Status,sparrow_Status,spear-hw_Status,spear-sw_Status,tnm_Status,Image_Npy_Path
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl006.sat05-2718.reshuffled-07.cnf,QG6-gensys-icl006.sat05-2718.reshuffled-07,/Users/herreran/Documents/Universidad/practica-invg/data/sat/instances/sc2012-hard-combinatorial/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl006.sat05-2718.reshuffled-07.cnf,5000.0,glueminisat,38.7,42.8,13.22,1200.0,35.04,63.22,20.57,11.5,1200.0,24.61,147.43,1200.0,34.85,64.13,49.63,63.56,136.54,80.3,17.25,35.17,56.68,52.83,144.35,1200.0,1200.0,1200.0,54.77,1200.0,1200.0,1200.0,1200.0,ok,ok,ok,timeout,ok,ok,ok,ok,timeout,ok,ok,timeout,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,timeout,timeout,timeout,ok,timeout,timeout,timeout,timeout,/Users/herreran/Documents/Universidad/practica-invg/data/sat/datasets/sat_cnn_data_images/images/QG6-gensys-icl006.sat05-2718.reshuffled-07__caf33b4d75b3.npy
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl008.sat05-2720.reshuffled-07.cnf,QG6-gensys-icl008.sat05-2720.reshuffled-07,/Users/herreran/Documents/Universidad/practica-invg/data/sat/instances/sc2012-hard-combinatorial/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl008.sat05-2720.reshuffled-07.cnf,5000.0,glueminisat,31.85,37.03,16.05,1200.0,1200.0,59.08,402.47,10.3,1200.0,1200.0,106.08,1200.0,1200.0,64.18,50.52,53.59,92.46,1200.0,14.1,22.45,1200.0,51.92,845.35,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,ok,ok,ok,timeout,timeout,ok,ok,ok,timeout,timeout,ok,timeout,timeout,ok,ok,ok,ok,timeout,ok,ok,timeout,ok,ok,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,/Users/herreran/Documents/Universidad/practica-invg/data/sat/datasets/sat_cnn_data_images/images/QG6-gensys-icl008.sat05-2720.reshuffled-07__e2409b6dbd55.npy
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl009.sat05-2721.reshuffled-07.cnf,QG6-gensys-icl009.sat05-2721.reshuffled-07,/Users/herreran/Documents/Universidad/practica-invg/data/sat/instances/sc2012-hard-combinatorial/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl009.sat05-2721.reshuffled-07.cnf,5000.0,glueminisat,29.82,35.03,19.15,1200.0,108.14,71.23,147.72,16.63,1200.0,141.47,84.01,1200.0,399.62,55.34,1200.0,54.72,112.8,592.51,21.27,38.12,260.94,78.62,179.2,1200.0,1200.0,1200.0,103.16,1200.0,1200.0,1200.0,1200.0,ok,ok,ok,timeout,ok,ok,ok,ok,timeout,ok,ok,timeout,ok,ok,timeout,ok,ok,ok,ok,ok,ok,ok,ok,timeout,timeout,timeout,ok,timeout,timeout,timeout,timeout,/Users/herreran/Documents/Universidad/practica-invg/data/sat/datasets/sat_cnn_data_images/images/QG6-gensys-icl009.sat05-2721.reshuffled-07__41648c0490db.npy
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-ukn003.sat05-2726.reshuffled-07.cnf,QG6-gensys-ukn003.sat05-2726.reshuffled-07,/Users/herreran/Documents/Universidad/practica-invg/data/sat/instances/sc2012-hard-combinatorial/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Difficult/contest05/QG/QG6-gensys-ukn003.sat05-2726.reshuffled-07.cnf,5000.0,glueminisat,43.68,56.1,14.99,1200.0,64.19,127.64,71.99,12.87,1200.0,75.37,265.84,1200.0,74.37,62.0,1200.0,61.99,220.04,1166.61,16.28,44.66,115.95,79.37,383.55,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,ok,ok,ok,timeout,ok,ok,ok,ok,timeout,ok,ok,timeout,ok,ok,timeout,ok,ok,ok,ok,ok,ok,ok,ok,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,/Users/herreran/Documents/Universidad/practica-invg/data/sat/datasets/sat_cnn_data_images/images/QG6-gensys-ukn003.sat05-2726.reshuffled-07__1a8d9b6ccad7.npy
SAT_Competition2007/crafted/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,QG7-gensys-icl006.sat05-3132.reshuffled-07,/Users/herreran/Documents/Universidad/practica-invg/data/sat/instances/sc2012-hard-combinatorial/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,5000.0,clasp2,170.75,160.84,377.22,1200.0,788.68,1200.0,415.3,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,930.83,1200.0,1077.92,1200.0,1200.0,1200.0,556.64,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1123.82,1200.0,798.21,1200.0,1200.0,ok,ok,ok,timeout,ok,timeout,ok,timeout,timeout,timeout,timeout,timeout,timeout,ok,timeout,ok,timeout,timeout,timeout,ok,timeout,timeout,timeout,timeout,timeout,timeout,ok,timeout,ok,timeout,timeout,/Users/herreran/Documents/Universidad/practica-invg/data/sat/datasets/sat_cnn_data_images/images/QG7-gensys-icl006.sat05-3132.reshuffled-07__3cf6bbb20001.npy
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-1.sat05-2248.reshuffled-07.cnf,mod2-rand3bip-sat-270-1.sat05-2248.reshuffled-07,/Users/herreran/Documents/Universidad/practica-invg/data/sat/instances/sc2012-hard-combinatorial/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-1.sat05-2248.reshuffled-07.cnf,5000.0,mphaseSAT,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,0.01,1200.0,0.0,0.0,0.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok,timeout,ok,ok,ok,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,/Users/herreran/Documents/Universidad/practica-invg/data/sat/datasets/sat_cnn_data_images/images/mod2-rand3bip-sat-270-1.sat05-2248.reshuffled-07__634f708e5b30.npy
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07,/Users/herreran/Documents/Universidad/practica-invg/data/sat/instances/sc2012-hard-combinatorial/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,5000.0,mphaseSAT,875.59,937.54,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,0.01,1200.0,0.0,0.0,0.0,1200.0,1200.0,1200.0,1200.0,1200.0,481.13,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,ok,ok,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok,timeout,ok,ok,ok,timeout,timeout,timeout,timeout,timeout,ok,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,/Users/herreran/Documents/Universidad/practica-invg/data/sat/datasets/sat_cnn_data_images/images/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07__d1202338bde1.npy
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07,/Users/herreran/Documents/Universidad/practica-invg/data/sat/instances/sc2012-hard-combinatorial/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,5000.0,mphaseSAT,293.48,613.07,1200.0,1200.0,1200.0,956.46,361.27,1200.0,1200.0,1200.0,1200.0,0.02,1200.0,0.0,0.0,0.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,ok,ok,timeout,timeout,timeout,ok,ok,timeout,timeout,timeout,timeout,ok,timeout,ok,ok,ok,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,/Users/herreran/Documents/Universidad/practica-invg/data/sat/datasets/sat_cnn_data_images/images/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07__30df9c13da96.npy
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-2.sat05-2264.reshuffled-07.cnf,mod2-rand3bip-sat-280-2.sat05-2264.reshuffled-07,/Users/herreran/Documents/Universidad/practica-invg/data/sat/instances/sc2012-hard-combinatorial/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-2.sat05-2264.reshuffled-07.cnf,5000.0,mphaseSAT,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,0.02,677.7,0.0,0.0,0.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok,ok,ok,ok,ok,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,/Users/herreran/Documents/Universidad/practica-invg/data/sat/datasets/sat_cnn_data_images/images/mod2-rand3bip-sat-280-2.sat05-2264.reshuffled-07__faf4d7e8ab42.npy
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-3.sat05-2265.reshuffled-07.cnf,mod2-rand3bip-sat-280-3.sat05-2265.reshuffled-07,/Users/herreran/Documents/Universidad/practica-invg/data/sat/instances/sc2012-hard-combinatorial/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-3.sat05-2265.reshuffled-07.cnf,5000.0,mphaseSAT,1200.0,316.14,221.78,1200.0,1200.0,5.9,1200.0,1110.39,1200.0,1200.0,1200.0,0.02,1200.0,0.0,0.0,0.0,1200.0,1200.0,685.79,1200.0,1200.0,499.89,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,timeout,ok,ok,timeout,timeout,ok,timeout,ok,timeout,timeout,timeout,ok,timeout,ok,ok,ok,timeout,timeout,ok,timeout,timeout,ok,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,/Users/herreran/Documents/Universidad/practica-invg/data/sat/datasets/sat_cnn_data_images/images/mod2-rand3bip-sat-280-3.sat05-2265.reshuffled-07__999e4f35373c.npy
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-2.sat05-2567.reshuffled-07.cnf,mod2c-3cage-unsat-10-2.sat05-2567.reshuffled-07,/Users/herreran/Documents/Universidad/practica-invg/data/sat/instances/sc2012-hard-combinatorial/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-2.sat05-2567.reshuffled-07.cnf,5000.0,glucose2,1200.0,940.72,1200.0,1200.0,1200.0,1200.0,504.77,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,612.75,629.36,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,timeout,ok,timeout,timeout,timeout,timeout,ok,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok,ok,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,/Users/herreran/Documents/Universidad/practica-invg/data/sat/datasets/sat_cnn_data_images/images/mod2c-3cage-unsat-10-2.sat05-2567.reshuffled-07__369ac1a113aa.npy
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07,/Users/herreran/Documents/Universidad/practica-invg/data/sat/instances/sc2012-hard-combinatorial/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,5000.0,precosat,1200.0,773.66,1200.0,1200.0,1200.0,1200.0,491.34,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,892.38,524.68,289.42,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,timeout,ok,timeout,timeout,timeout,timeout,ok,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok,ok,ok,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,/Users/herreran/Documents/Universidad/practica-invg/data/sat/datasets/sat_cnn_data_images/images/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07__bb28be63cc61.npy
